session_uuid,scene_id,patient_sort00,injury_severity00,combo00,patient_sort01,injury_severity01,combo01,patient_sort02,injury_severity02,combo02,patient_sort03,injury_severity03,combo03,patient_sort04,injury_severity04,combo04,patient_sort05,injury_severity05,combo05,patient_sort06,injury_severity06,combo06,patient_sort07,injury_severity07,combo07,patient_sort08,injury_severity08,combo08,patient_sort09,injury_severity09,combo09,patient_sort10,injury_severity10,combo10,patient_sort11,injury_severity11,combo11,patient_sort12,injury_severity12,combo12,patient_sort13,injury_severity13,combo13,patient_sort14,injury_severity14,combo14,patient_sort15,injury_severity15,combo15,patient_sort16,injury_severity16,combo16,severe_hemorrhaging00,severe_hemorrhaging01,severe_hemorrhaging02,severe_hemorrhaging03,severe_hemorrhaging04,severe_hemorrhaging05,severe_hemorrhaging06,severe_hemorrhaging07,severe_hemorrhaging08,severe_hemorrhaging09,severe_hemorrhaging10,severe_hemorrhaging11,severe_hemorrhaging12,severe_hemorrhaging13,severe_hemorrhaging14,severe_hemorrhaging15,severe_hemorrhaging16,sort_hemorrhaging00,sort_hemorrhaging01,sort_hemorrhaging02,sort_hemorrhaging03,sort_hemorrhaging04,sort_hemorrhaging05,sort_hemorrhaging06,sort_hemorrhaging07,sort_hemorrhaging08,sort_hemorrhaging09,sort_hemorrhaging10,sort_hemorrhaging11,sort_hemorrhaging12,sort_hemorrhaging13,sort_hemorrhaging14,sort_hemorrhaging15,sort_hemorrhaging16
1046b7d9-5848-41b5-9438-cf0dc4dc6cbe,0,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,still,high,still-high,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,,,,,,,waver-False,waver-True,walker-False,walker-False,walker-False,still-False,waver-False,waver-False,waver-False,still-False,still-True,,,,,,
1344120d-5834-4bbf-8f60-383a8752b512,0,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,waver-False,walker-False,walker-False,,,,,,,,,,,,,,
1344120d-5834-4bbf-8f60-383a8752b512,1,walker,,walker-nan,waver,,waver-nan,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,False,False,False,True,False,False,True,False,False,False,False,False,False,,,,,walker-False,waver-False,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,walker-False,waver-False,walker-False,walker-False,,,,
13839608-6085-4a88-a8f2-74af9fd06a05,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
13839608-6085-4a88-a8f2-74af9fd06a05,1,still,high,still-high,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,False,False,,,,,,,still-False,still-True,still-False,walker-False,waver-False,waver-False,waver-True,walker-False,waver-False,waver-False,walker-False,,,,,,
13862ebb-4616-4d09-a725-c34661b6fa9c,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
13862ebb-4616-4d09-a725-c34661b6fa9c,1,still,high,still-high,waver,medium,waver-medium,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,waver-False,still-True,still-False,walker-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
14678e1f-aa1c-4a67-a31f-65dd3e2238ca,0,waver,high,waver-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,still,low,still-low,waver,high,waver-high,waver,high,waver-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,True,False,True,False,False,True,True,False,False,False,False,,,,,,,waver-True,still-False,still-True,waver-False,still-False,waver-True,waver-True,waver-False,walker-False,walker-False,walker-False,,,,,,
14678e1f-aa1c-4a67-a31f-65dd3e2238ca,1,walker,,walker-nan,walker,,walker-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,walker-False,walker-False,,,,,,,,,,,,,,,
14a344df-eee2-4fd1-b182-e3cdacd9026c,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
14a344df-eee2-4fd1-b182-e3cdacd9026c,1,still,high,still-high,waver,medium,waver-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,,,,,,,still-False,waver-False,still-True,still-False,waver-False,waver-False,waver-True,waver-False,walker-False,walker-False,walker-False,,,,,,
14f8e67c-bdc3-4c9c-9603-70cd51eb2367,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
14f8e67c-bdc3-4c9c-9603-70cd51eb2367,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,,,,,,,still-False,still-False,still-True,waver-True,waver-False,waver-False,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
1507bc88-8d4c-4c1c-9291-210f790c96e3,0,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,True,False,False,False,False,False,,,,,,,still-False,still-True,still-False,waver-False,waver-False,waver-True,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
1563e213-aaa4-4b79-84a1-8f917ea9f7a9,0,walker,,walker-nan,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,False,,,,,,walker-False,still-False,waver-True,waver-False,waver-False,still-False,still-True,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,
15bb887b-b5ae-49a5-8a23-f2ac7808f11f,0,walker,low,walker-low,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,,,,,,,,,,,,,,,,,,,False,False,False,False,False,True,False,False,False,False,True,,,,,,,walker-False,walker-False,still-False,waver-False,waver-False,waver-True,waver-False,still-False,walker-False,waver-False,still-True,,,,,,
15bb887b-b5ae-49a5-8a23-f2ac7808f11f,1,waver,,waver-nan,still,,still-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,waver-False,still-False,,,,,,,,,,,,,,,
16359508-f91b-4f85-baeb-dade7d574a61,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
16359508-f91b-4f85-baeb-dade7d574a61,1,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,,,,,,,still-False,waver-False,waver-True,waver-False,still-False,walker-False,waver-False,still-True,walker-False,walker-False,waver-False,,,,,,
16373b36-886a-4d0d-9015-474d29d139cc,0,walker,low,walker-low,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,,,,,,,walker-False,waver-True,still-False,waver-False,waver-False,waver-False,still-False,waver-False,still-True,walker-False,walker-False,,,,,,
16373b36-886a-4d0d-9015-474d29d139cc,1,waver,,waver-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,waver-False,,,,,,,,,,,,,,,,
1663640c-5a60-4fa6-8bf4-249f41a693a5,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
1663640c-5a60-4fa6-8bf4-249f41a693a5,1,still,high,still-high,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,,,,,,,still-False,still-True,still-False,walker-False,waver-False,waver-False,waver-False,waver-False,waver-True,walker-False,walker-False,,,,,,
17962d45-8e90-4b50-86e7-77451042aac8,0,waver,high,waver-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,high,waver-high,still,low,still-low,walker,low,walker-low,walker,medium,walker-medium,walker,,walker-nan,still,high,still-high,,,,,,,,,,,,,,,,,,,,,,True,True,False,True,True,False,False,False,False,False,,,,,,,,waver-True,still-True,waver-False,waver-True,waver-True,still-False,walker-False,walker-False,walker-False,still-False,,,,,,,
17b80e0f-9afe-497f-b3a3-0549c14a4ba9,0,walker,,walker-nan,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,,,,,,walker-False,still-False,waver-False,waver-False,waver-False,still-False,waver-False,waver-True,still-True,walker-False,walker-False,walker-False,,,,,
1813599d-cfde-45f0-8555-428b57478ebb,0,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,waver-False,waver-True,waver-False,waver-False,still-True,waver-False,still-False,walker-False,walker-False,walker-False,,,,,,
18bfbc11-3c60-4c89-94cc-ac8fea028318,0,still,high,still-high,waver,medium,waver-medium,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,still-False,waver-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
18bfbc11-3c60-4c89-94cc-ac8fea028318,1,walker,,walker-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,walker-False,,,,,,,,,,,,,,,,
18e1dec6-b780-4e77-a6b9-f608f2483e53,0,still,high,still-high,still,high,still-high,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,False,False,,,,,,,still-False,still-False,still-True,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,walker-False,waver-False,,,,,,
18e1dec6-b780-4e77-a6b9-f608f2483e53,1,waver,,waver-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,waver-False,,,,,,,,,,,,,,,,
1cfebb9a-6000-4742-81be-6103ebe168bc,0,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
1cfebb9a-6000-4742-81be-6103ebe168bc,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,,,,,,,still-False,still-True,still-False,waver-True,waver-False,waver-False,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
1df10bfd-0f85-42ff-a873-36dfe05df77b,1,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
1df10bfd-0f85-42ff-a873-36dfe05df77b,2,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,,,,,,,still-False,still-False,waver-False,still-True,waver-False,waver-False,waver-False,waver-True,walker-False,walker-False,walker-False,,,,,,
1e7d274d-f393-4888-9f28-4de53b0260e3,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
1e7d274d-f393-4888-9f28-4de53b0260e3,2,still,high,still-high,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,,,,,,,,still-False,still-True,still-False,walker-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,,
1fb559e8-15c6-463a-bda8-79ca0bfc330f,0,walker,medium,walker-medium,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
1fb559e8-15c6-463a-bda8-79ca0bfc330f,1,still,high,still-high,walker,low,walker-low,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,False,False,False,False,,,,,,,still-False,walker-False,still-False,still-True,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
20168f93-040c-4290-aa7e-2b197825c9de,0,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
20168f93-040c-4290-aa7e-2b197825c9de,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,True,False,False,False,False,False,False,False,,,,,,,still-False,still-True,still-False,waver-True,waver-False,waver-False,waver-False,waver-False,walker-False,walker-False,walker-False,,,,,,
206da802-d38f-4f3a-98e3-44f99481479d,0,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,,
206da802-d38f-4f3a-98e3-44f99481479d,1,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,still-False,still-True,still-False,waver-False,waver-True,walker-False,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
20e5782a-d6f7-4361-a590-7e710c176765,0,still,high,still-high,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,walker,low,walker-low,waver,medium,waver-medium,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,still-False,still-True,waver-False,still-False,waver-True,waver-False,waver-False,walker-False,walker-False,walker-False,waver-False,,,,,,
2107820d-d55c-40bb-bb90-6b10c227664c,0,still,high,still-high,waver,medium,waver-medium,walker,low,walker-low,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,still-False,waver-False,walker-False,walker-False,,,,,,,,,,,,,
2107820d-d55c-40bb-bb90-6b10c227664c,1,still,high,still-high,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,True,False,False,False,False,False,,,,,,,still-False,still-True,still-False,walker-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
2107820d-d55c-40bb-bb90-6b10c227664c,2,still,,still-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,still-False,,,,,,,,,,,,,,,,
21526c63-79bb-4c7b-87c2-9e7525d8515f,0,still,high,still-high,still,high,still-high,still,high,still-high,walker,low,walker-low,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,True,False,False,False,False,False,,,,,,,still-False,still-True,still-False,walker-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
21577c78-0085-4962-a363-b88526e3c212,0,walker,,walker-nan,still,high,still-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,walker,low,walker-low,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,,,,,,walker-False,still-False,waver-False,still-True,waver-False,still-False,walker-False,waver-True,waver-False,waver-False,walker-False,walker-False,,,,,
21b0f09b-03b4-4af8-ac65-11ab1e5458d8,0,walker,,walker-nan,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,walker,medium,walker-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,walker-False,walker-False,still-False,waver-False,walker-False,,,,,,,,,,,,
21b0f09b-03b4-4af8-ac65-11ab1e5458d8,1,walker,low,walker-low,still,high,still-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,False,False,,,,,,,walker-False,still-False,still-True,still-False,waver-False,waver-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
2270eaba-f9b5-4f96-8a5e-b69276846474,0,waver,high,waver-high,waver,high,waver-high,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,still,high,still-high,still,low,still-low,waver,high,waver-high,walker,,walker-nan,walker,medium,walker-medium,walker,low,walker-low,,,,,,,,,,,,,,,,,,,True,True,False,True,False,False,False,True,False,False,False,,,,,,,waver-True,waver-True,waver-False,still-True,waver-False,still-False,still-False,waver-True,walker-False,walker-False,walker-False,,,,,,
2270eaba-f9b5-4f96-8a5e-b69276846474,1,waver,,waver-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,waver-False,,,,,,,,,,,,,,,,
22e2c9a3-b93f-4f7f-896a-ca188c78505b,0,walker,low,walker-low,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,,,,,,,walker-False,still-True,still-False,waver-False,waver-False,waver-False,still-False,waver-False,waver-True,walker-False,walker-False,,,,,,
24205a11-9e21-44b7-a565-985454c90776,0,walker,low,walker-low,still,high,still-high,waver,medium,waver-medium,waver,high,waver-high,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,False,False,False,False,False,,,,,,,walker-False,still-False,waver-False,waver-True,still-False,still-True,waver-False,waver-False,waver-False,walker-False,walker-False,,,,,,
251a4532-ff1f-4182-91ce-4215786a339a,0,still,high,still-high,still,high,still-high,waver,medium,waver-medium,waver,medium,waver-medium,waver,high,waver-high,waver,medium,waver-medium,waver,medium,waver-medium,walker,low,walker-low,still,high,still-high,walker,low,walker-low,walker,low,walker-low,,,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,False,False,False,False,,,,,,,still-False,still-True,waver-False,waver-False,waver-True,waver-False,waver-False,walker-False,still-False,walker-False,walker-False,,,,,,
